,Symbol,Name,EV/EBIT, MV , TDebt , EBIT 
302,BCO,BRINKS CO,31.34841001," 3,982,958,848.00 "," 575,099,968.00 "," 145,400,000.00 "
1245,HCSG,HEALTHCARE SVCS GRP INC,31.36298224," 3,759,513,344.00 "," 16,181,999.00 "," 120,387,000.00 "
1339,HY,HYSTER-YALE MATERIALS,31.36379307," 1,110,770,688.00 "," 300,600,000.00 "," 45,000,000.00 "
956,EXR,EXTRA SPACE STORAGE INC,31.40071744," 10,445,660,160.00 "," 4,290,727,936.00 "," 469,301,000.00 "
2184,PSB,PS BUSINESS PARKS INC,31.44466932," 4,636,076,544.00 "," 101,000,000.00 "," 150,648,000.00 "
764,DFT,DUPONT FABROS TECHNOLOGY,31.47630964," 5,856,241,664.00 "," 1,530,776,064.00 "," 234,685,000.00 "
861,EGP,EASTGROUP PROPERTIES INC,31.54430725," 3,067,011,328.00 "," 1,074,977,024.00 "," 131,307,000.00 "
1887,NNI,NELNET INC,31.56331698," 2,003,049,216.00 "," 22,837,186,560.00 "," 786,997,000.00 "
1945,NX,QUANEX BUILDING PRODUCTS,31.59739535," 688,889,984.00 "," 286,648,000.00 "," 30,874,000.00 "
1043,FMC,FMC CORP,31.61393007," 11,575,246,848.00 "," 1,784,800,000.00 "," 422,600,000.00 "
1511,KMT,KENNAMETAL INC,31.67866181," 2,811,450,368.00 "," 695,916,032.00 "," 110,717,000.00 "
1513,KN,KNOWLES CORPORATION,31.68584813," 1,324,215,424.00 "," 298,100,000.00 "," 51,200,000.00 "
1387,INBK,FIRST INTERNET BANCORP,31.73734495," 205,503,440.00 "," 471,834,976.00 "," 21,342,000.00 "
422,BXP,BOSTON PROPERTIES INC,31.77714821," 20,749,989,888.00 "," 10,236,638,208.00 "," 975,123,000.00 "
2720,TYPE,MONOTYPE IMAGING HLDG,31.90275331," 751,814,528.00 "," 99,000,000.00 "," 26,669,000.00 "
2460,SMTC,SEMTECH CORP,31.97844779," 2,396,392,960.00 "," 237,352,000.00 "," 82,360,000.00 "
1728,MKSI,MKS INSTRUMENTS INC,32.03331601," 4,518,443,520.00 "," 561,656,000.00 "," 158,588,000.00 "
462,CBF,CAPITAL BANK FINANCIAL,32.10542097," 2,528,310,528.00 "," 623,286,016.00 "," 98,164,000.00 "
316,BEL,BELMOND LTD,32.19885867," 1,281,595,520.00 "," 650,336,000.00 "," 60,000,000.00 "
2505,SRC,SPIRIT RLTY CAP INC,32.21501269," 3,969,769,984.00 "," 3,846,622,976.00 "," 242,632,000.00 "
1306,HRC,HILL-ROM HOLDINGS INC,32.3360014," 5,056,343,552.00 "," 2,338,899,968.00 "," 228,700,000.00 "
1440,ITRI,ITRON INC,32.36733723," 2,769,035,264.00 "," 324,472,992.00 "," 95,575,000.00 "
2260,REV,REVLON INC,32.39358537," 907,550,528.00 "," 2,775,600,128.00 "," 113,700,000.00 "
688,CTLT,CATALENT INC,32.40160581," 5,233,342,464.00 "," 2,079,699,968.00 "," 225,700,000.00 "
2895,WIN,WINDSTREAM HOLDINGS INC,32.48985412," 421,729,888.00 "," 10,530,599,936.00 "," 337,100,000.00 "
1057,FNWB,FIRST NORTHWEST BANCORP,32.56491826," 184,720,592.00 "," 77,427,000.00 "," 8,050,000.00 "
1165,GNL,GLOBAL NET LEASE INC,32.58819456," 1,461,164,288.00 "," 1,508,272,000.00 "," 91,120,000.00 "
1659,MAR,MARRIOTT INTL INC,32.59898367," 37,912,358,912.00 "," 8,312,999,936.00 "," 1,418,000,000.00 "
943,EW,EDWARDS LIFESCIENCES,32.64438524," 23,698,264,064.00 "," 1,016,800,000.00 "," 757,100,000.00 "
881,ENFC,ENTEGRA FINANCIAL CORP,32.73535807," 149,518,432.00 "," 241,309,008.00 "," 11,939,000.00 "
2599,TECH,BIO-TECHNE CORP,32.78114168," 4,541,993,984.00 "," 349,903,008.00 "," 149,229,000.00 "
1930,NVEE,NV5 GLOBAL INC,32.7869756," 520,551,712.00 "," 82,827,000.00 "," 18,403,000.00 "
1366,IDTI,INTEGRATED DEVICE TECH,32.80779815," 3,328,118,272.00 "," 482,933,984.00 "," 116,163,000.00 "
1352,IBP,INSTALLED BLDNG PRODUCTS,32.84873036," 1,806,626,432.00 "," 354,392,992.00 "," 65,787,000.00 "
2162,PPG,PPG INDUSTRIES INC,32.92249385," 26,725,214,208.00 "," 4,616,999,936.00 "," 952,000,000.00 "
2365,SBCF,SEACOAST BANKING CORP FL,32.95211543," 945,170,752.00 "," 632,939,008.00 "," 47,891,000.00 "
2977,XYL,XYLEM INC,33.04343415," 11,136,807,936.00 "," 2,411,000,064.00 "," 410,000,000.00 "
1145,GLBL,TERRAFORM GLOBAL INC,33.12081695," 880,285,760.00 "," 1,089,078,016.00 "," 59,460,000.00 "
2772,USCR,U S CONCRETE INC,33.17512687," 1,264,819,072.00 "," 673,868,992.00 "," 58,438,000.00 "
1952,NYLD,NRG YIELD INC CL C,33.2108284," 2,595,393,536.00 "," 5,973,000,192.00 "," 258,000,000.00 "
1233,HBMD,HOWARD BANCORP INC,33.23292509," 193,785,424.00 "," 116,311,000.00 "," 9,331,000.00 "
1205,GTS,TRIPLE-S MANAGEMENT CORP,33.35821762," 590,832,192.00 "," 33,667,000.00 "," 18,721,000.00 "
1048,FNB,FNB CORP,33.45539663," 4,011,234,304.00 "," 5,108,706,816.00 "," 272,600,000.00 "
1828,NAVI,NAVIENT CORPORATION,33.60260177," 3,782,635,264.00 "," 115,472,998,400.00 "," 3,549,000,000.00 "
2060,PCLN,THE PRICELINE GROUP INC,33.84778363," 90,388,750,336.00 "," 8,485,296,640.00 "," 2,921,138,000.00 "
2539,STOR,STORE CAPITAL CORP,33.93956716," 4,805,530,112.00 "," 2,513,299,968.00 "," 215,643,000.00 "
1068,FOXF,FOX FACTORY HOLDING CORP,34.03661242," 1,472,835,072.00 "," 64,871,004.00 "," 45,178,000.00 "
165,ANDE,ANDERSONS INC,34.06993016," 880,566,016.00 "," 567,406,016.00 "," 42,500,000.00 "
2753,UMH,UMH PROPERTIES INC,34.1097621," 544,353,664.00 "," 375,481,664.00 "," 26,966,923.00 "
1531,KRO,KRONOS WORLDWIDE INC,34.12074379," 2,430,464,768.00 "," 357,200,000.00 "," 81,700,000.00 "
2950,WWE,WORLD WRESTLING ENTMNT,34.14205125," 1,703,960,960.00 "," 215,949,008.00 "," 56,233,000.00 "
31,ACHC,ACADIA HEALTHCARE CO,34.26757006," 4,067,576,832.00 "," 3,275,278,080.00 "," 214,280,000.00 "
1966,OCN,OCWEN FINANCIAL CORP,34.33564714," 386,034,048.00 "," 6,694,731,776.00 "," 206,222,000.00 "
2692,TSS,TOTAL SYSTEM SERVICES,34.33705419," 12,697,682,944.00 "," 3,139,047,168.00 "," 461,214,000.00 "
1027,FIZZ,NATIONAL BEVERAGE CORP,34.35006034," 5,599,540,736.00 ", -   ," 163,014,000.00 "
1744,MNR,MONMOUTH REAL ESTATE,34.35835751," 1,190,152,960.00 "," 676,581,888.00 "," 54,331,318.00 "
2952,WY,WEYERHAEUSER CO,34.36922935," 25,020,229,632.00 "," 7,114,999,808.00 "," 935,000,000.00 "
1162,GNCMA,GENERAL COMMUNICATION,34.40519625," 1,555,280,640.00 "," 1,443,201,024.00 "," 87,152,000.00 "
2937,WST,WEST PHARMACEUTICAL SVCS,34.406579," 6,579,561,984.00 "," 229,500,000.00 "," 197,900,000.00 "
1221,HAIN,HAIN CELESTIAL GROUP,34.44844255," 4,195,580,416.00 "," 750,148,032.00 "," 143,569,000.00 "
2883,WEX,WEX INC,34.57232897," 4,542,717,952.00 "," 2,389,690,880.00 "," 200,519,000.00 "
1729,MKTX,MARKETAXESS HOLDINGS INC,34.59411338," 6,628,301,312.00 ", -   ," 191,602,000.00 "
364,BLMT,BSB BANCORP INC MD,34.59848449," 267,107,120.00 "," 570,280,000.00 "," 24,203,000.00 "
2397,SENEA,SENECA FOODS CORP,34.66108753," 301,175,616.00 "," 392,981,984.00 "," 20,027,000.00 "
1860,NFBK,NORTHFIELD BANCORP INC,34.67725059," 764,405,440.00 "," 500,690,016.00 "," 36,482,000.00 "
306,BCR,CR BARD INC,34.79063294," 23,329,732,608.00 "," 1,656,899,968.00 "," 718,200,000.00 "
2288,RLJ,RLJ LODGING TR,34.80539947," 6,152,032,768.00 "," 1,588,514,048.00 "," 222,395,000.00 "
2143,PMC,PHARMERICA CORP,34.8574725," 905,626,944.00 "," 432,900,000.00 "," 38,400,000.00 "
923,ESSA,ESSA BANCORP INC,34.89468458," 149,787,216.00 "," 343,832,992.00 "," 14,146,000.00 "
2518,SSNC,SS&C TECHNOLOGIES HLDGS,34.90642558," 7,948,086,272.00 "," 2,298,974,208.00 "," 293,558,000.00 "
1409,INWK,INNERWORKINGS INC,34.99186951," 563,543,488.00 "," 118,658,000.00 "," 19,496,000.00 "
894,EPAM,EPAM SYSTEMS INC,35.00138807," 4,401,452,544.00 "," 25,033,000.00 "," 126,466,000.00 "
1122,GDOT,GREEN DOT CORP,35.0056164," 2,383,017,984.00 "," 91,284,000.00 "," 70,683,000.00 "
2695,TTEC,TELETECH HOLDINGS INC,35.11020704," 1,787,853,568.00 "," 257,000,000.00 "," 58,241,000.00 "
691,CTRE,CARETRUST REIT INC,35.32013153," 1,462,631,552.00 "," 393,512,000.00 "," 52,552,000.00 "
1243,HCOM,HAWAIIAN TELCOM HOLDCO,35.43679183," 349,378,208.00 "," 316,549,984.00 "," 18,792,000.00 "
2451,SLP,SIMULATIONS PLUS INC,35.6278698," 257,817,232.00 ", -   ," 7,236,392.00 "
2371,SBRA,SABRA HEALTH CARE REIT,35.6318785," 3,612,587,264.00 "," 1,220,306,944.00 "," 135,634,000.00 "
1573,LFUS,LITTELFUSE INC,35.64563388," 4,220,038,400.00 "," 481,692,000.00 "," 131,902,000.00 "
1750,MOD,MODINE MANUFACTURING CO,35.79291032," 829,530,624.00 "," 530,599,968.00 "," 38,000,000.00 "
1925,NUVA,NUVASIVE INC,35.84714213," 3,115,289,088.00 "," 656,833,984.00 "," 105,228,000.00 "
350,BKFS,BLACK KNIGHT FINL SVCS,35.93912481," 6,575,417,856.00 "," 1,561,200,000.00 "," 226,400,000.00 "
1795,MTN,VAIL RESORTS INC,36.05827215," 9,069,470,720.00 "," 1,206,595,968.00 "," 284,985,000.00 "
1174,GOOD,GLADSTONE COMMERCIAL,36.08278419," 592,650,944.00 "," 484,780,992.00 "," 29,860,000.00 "
172,ANIP,ANI PHARMACEUTICALS INC,36.09608318," 567,721,152.00 "," 154,380,992.00 "," 20,005,000.00 "
2237,RAVN,RAVEN INDUSTRIES INC,36.11714185," 1,005,970,752.00 ", -   ," 27,853,000.00 "
2334,RUSHA,RUSH ENTERPRISES INC,36.13738534," 1,585,074,176.00 "," 1,354,665,984.00 "," 81,349,000.00 "
95,AIMC,ALTRA INDUSTRIAL MOTION,36.16805829," 1,323,319,424.00 "," 324,641,984.00 "," 45,564,000.00 "
566,CLNE,CLEAN ENERGY FUELS CORP,36.2905269," 369,731,968.00 "," 254,828,000.00 "," 17,210,000.00 "
871,ELS,EQUITY LIFESTYLE PROP,36.4320397," 8,385,345,024.00 "," 2,054,510,976.00 "," 286,557,000.00 "
578,CMD,CANTEL MEDICAL CORP,36.63338181," 3,420,533,760.00 "," 145,322,992.00 "," 97,339,000.00 "
11,AAXN,AXON ENTERPRISE INC,36.63464686," 1,153,881,472.00 ", -   ," 31,497,000.00 "
2103,PGNX,PROGENICS PHARMACEUTICAL,36.79330778," 413,186,432.00 "," 49,563,000.00 "," 12,577,000.00 "
1425,IRM,IRON MOUNTAIN INC,36.79583649," 10,374,703,104.00 "," 6,452,253,696.00 "," 457,306,000.00 "
0,A,AGILENT TECHNOLOGIES INC,36.83693797," 20,610,553,856.00 "," 2,080,999,936.00 "," 616,000,000.00 "
2737,UEIC,UNIVERSAL ELECTRONICS,36.92852342," 838,155,648.00 "," 92,000,000.00 "," 25,188,000.00 "
186,APLE,APPLE HOSPITALITY REIT,37.02969517," 4,062,947,072.00 "," 1,308,317,056.00 "," 145,083,000.00 "
2019,ORRF,ORRSTOWN FINL SVCS INC,37.03358588," 200,232,480.00 "," 114,553,000.00 "," 8,500,000.00 "
2304,ROL,ROLLINS INC,37.16040823," 9,685,340,160.00 ", -   ," 260,636,000.00 "
2878,WEB,WEB.COM GROUP INC,37.22176951," 1,018,995,008.00 "," 644,966,976.00 "," 44,704,000.00 "
2123,PKE,PARK ELECTROCHEMICAL,37.22533618," 364,025,856.00 "," 71,250,000.00 "," 11,693,000.00 "
1800,MTSC,MTS SYSTEMS CORP,37.30168155," 790,130,944.00 "," 459,923,008.00 "," 33,512,000.00 "
1304,HR,HEALTHCARE REALTY TRUST,37.49036612," 4,161,987,840.00 "," 1,203,145,984.00 "," 143,107,000.00 "
1120,GDEN,GOLDEN ENTERTAINMENT INC,37.53675446," 514,970,848.00 "," 176,794,000.00 "," 18,429,000.00 "
664,CRY,CRYOLIFE INC,37.58328893," 737,486,464.00 "," 68,863,000.00 "," 21,455,000.00 "
17,ABCO,ADVISORY BOARD CO,37.61034471," 2,169,944,320.00 "," 603,780,992.00 "," 73,749,000.00 "
1865,NGS,NATURAL GAS SERVICES GRP,37.6108854," 318,260,032.00 "," 417,000.00 "," 8,473,000.00 "
2549,SUM,SUMMIT MATLS INC,37.6391973," 3,373,821,184.00 "," 1,834,051,072.00 "," 138,363,000.00 "
643,CPSI,COMPUTER PROGRAMS & SYS,37.67597999," 406,480,928.00 "," 143,400,000.00 "," 14,595,000.00 "
725,CWST,CASELLA WASTE SYSTEMS,37.72319283," 725,965,184.00 "," 502,980,992.00 "," 32,578,000.00 "
2897,WING,WINGSTOP INC,37.78132578," 952,702,592.00 "," 141,029,008.00 "," 28,949,000.00 "
2473,SNPS,SYNOPSYS INC,37.79624824," 12,019,840,000.00 "," 435,838,016.00 "," 329,548,000.00 "
2396,SEMG,SEMGROUP CORP,37.85128448," 2,084,640,896.00 "," 1,215,271,936.00 "," 87,181,000.00 "
2607,TFX,TELEFLEX INC,38.03888432," 10,151,880,704.00 "," 1,999,755,008.00 "," 319,453,000.00 "
2070,PDFS,PDF SOLUTIONS INC,38.08309972," 493,404,640.00 ", -   ," 12,956,000.00 "
2589,TCO,TAUBMAN CENTERS INC,38.11229611," 4,531,731,456.00 "," 3,355,493,888.00 "," 206,947,000.00 "
852,EFII,ELECTRONICS FOR IMAGING,38.21068002," 1,859,729,408.00 "," 322,024,000.00 "," 57,098,000.00 "
527,CHFC,CHEMICAL FINANCIAL CORP,38.29578166," 3,181,221,888.00 "," 2,807,389,952.00 "," 156,415,000.00 "
2678,TRU,TRANSUNION,38.50196791," 8,800,322,560.00 "," 2,399,899,904.00 "," 290,900,000.00 "
1445,IVR,INVESCO MORTGAGE CAP,38.59745704," 1,896,727,424.00 "," 14,030,899,200.00 "," 412,660,000.00 "
922,ESS,ESSEX PROPERTY TRUST INC,38.68215181," 17,931,634,688.00 "," 5,663,394,816.00 "," 609,972,000.00 "
2403,SFLY,SHUTTERFLY INC,38.69239838," 1,523,491,584.00 "," 396,076,992.00 "," 49,611,000.00 "
2847,VTR,VENTAS INC,38.70015996," 24,509,898,752.00 "," 11,907,996,672.00 "," 941,027,000.00 "
2531,STE,STERIS PLC,38.80433949," 7,396,168,192.00 "," 1,496,467,072.00 "," 229,166,000.00 "
1431,ISRG,INTUITIVE SURGICAL INC,38.86402819," 38,117,838,848.00 ", -   ," 980,800,000.00 "
1271,HIW,HIGHWOODS PROPERTIES INC,38.8913659," 5,515,588,096.00 "," 2,006,040,960.00 "," 193,401,000.00 "
438,CAI,CAI INTERNATIONAL INC,39.02324609," 577,205,504.00 "," 1,476,665,984.00 "," 52,632,000.00 "
2220,QSII,QUALITY SYSTEMS INC,39.0651648," 1,000,579,136.00 "," 45,000,000.00 "," 26,765,000.00 "
568,CLPR,CLIPPER REALTY INC,39.11818025," 198,612,720.00 "," 810,518,976.00 "," 25,797,000.00 "
1084,FRT,FEDERAL REALTY INVT,39.17625907," 9,445,947,392.00 "," 3,144,087,808.00 "," 321,369,000.00 "
1730,MLAB,MESA LABS INC,39.20847286," 509,971,328.00 "," 50,553,000.00 "," 14,296,000.00 "
309,BDC,BELDEN INC,39.22918364," 3,280,733,696.00 "," 1,679,382,016.00 "," 126,461,000.00 "
2666,TRIP,TRIPADVISOR INC,39.35671872," 6,148,145,152.00 "," 267,000,000.00 "," 163,000,000.00 "
2918,WNEB,WESTERN NEW ENGLAND,39.37610572," 165,085,520.00 "," 311,640,992.00 "," 12,107,000.00 "
750,DDR,DDR CORP,39.38145751," 3,590,668,544.00 "," 4,566,666,240.00 "," 207,183,000.00 "
788,DLR,DIGITAL REALTY TRUST INC,39.39437601," 19,664,891,904.00 "," 6,438,767,104.00 "," 662,624,000.00 "
2485,SPAR,SPARTAN MOTORS INC,39.48298475," 336,901,440.00 "," 22,907,000.00 "," 9,113,000.00 "
477,CCC,CALGON CARBON CORP,39.54268555," 640,015,744.00 "," 246,764,000.00 "," 22,458,000.00 "
2711,TWO,TWO HBRS INVT CORP,39.60669516," 3,507,168,768.00 "," 19,760,814,080.00 "," 587,476,000.00 "
2784,UVSP,UNIVEST CORP OF PENN,39.66527848," 758,596,480.00 "," 542,979,968.00 "," 32,814,000.00 "
2311,RPAI,RETAIL PPTYS AMER INC,39.71584759," 3,133,263,360.00 "," 1,879,234,048.00 "," 126,209,000.00 "
9,AAT,AMERICAN ASSETS TRST INC,39.7341435," 2,651,476,480.00 "," 1,225,503,104.00 "," 97,573,000.00 "
217,ASCMA,ASCENT CAPITAL GROUP INC,39.73446367," 116,114,984.00 "," 1,802,105,984.00 "," 48,276,000.00 "
1853,NEOG,NEOGEN CORP,39.82743047," 2,655,414,272.00 ", -   ," 66,673,000.00 "
1628,LSI,LIFE STORAGE INC,39.89183366," 3,673,353,472.00 "," 1,743,758,080.00 "," 135,795,000.00 "
968,FB,FACEBOOK INC,39.92520865," 499,783,761,920.00 ", -   ," 12,518,000,000.00 "
2418,SHAK,SHAKE SHACK INC,39.99054465," 1,143,361,024.00 "," 11,166,000.00 "," 28,870,000.00 "
1499,KIM,KIMCO REALTY CORP,40.25740415," 8,593,591,296.00 "," 5,390,180,352.00 "," 347,359,000.00 "
1882,NLY,ANNALY CAPITAL MGMT INC,40.31055501," 13,459,053,568.00 "," 70,747,398,144.00 "," 2,088,943,000.00 "
1815,MYE,MYERS INDUSTRIES INC,40.34011192," 553,668,288.00 "," 170,114,000.00 "," 17,942,000.00 "
1213,GWRS,GLOBAL WATER RESOURCES,40.3921499," 189,592,928.00 "," 114,358,000.00 "," 7,525,000.00 "
2252,REGN,REGENERON PHARMACEUTICAL,40.40629912," 53,322,452,992.00 "," 701,172,992.00 "," 1,337,010,000.00 "
1829,NBHC,NATIONAL BANK HOLDINGS,40.58485863," 836,701,632.00 "," 253,082,992.00 "," 26,852,000.00 "
1053,FNGN,FINANCIAL ENGINES INC,40.69615197," 2,005,180,800.00 ", -   ," 49,272,000.00 "
2987,ZAYO,ZAYO GROUP HOLDINGS INC,40.7803837," 8,454,401,024.00 "," 5,639,299,584.00 "," 345,600,000.00 "
2954,WYNN,WYNN RESORTS LTD,40.8603107," 14,706,487,296.00 "," 9,808,146,432.00 "," 599,962,000.00 "
734,CYTK,CYTOKINETICS INC,40.94708161," 754,018,560.00 "," 30,159,000.00 "," 19,151,000.00 "
839,ECHO,ECHO GLOBAL LOGISTICS,40.96485728," 432,299,168.00 "," 207,183,392.00 "," 15,610,516.00 "
621,COO,COOPER COMPANIES INC,41.04084026," 11,820,986,368.00 "," 1,386,899,968.00 "," 321,823,000.00 "
271,AXTA,AXALTA COATING SYSTEMS,41.0452212," 7,038,410,752.00 "," 3,863,200,000.00 "," 265,600,000.00 "
48,ADI,ANALOG DEVICES INC,41.31329772," 30,314,225,664.00 "," 12,893,533,184.00 "," 1,045,678,000.00 "
2480,SONA,SOUTHERN NATL BANCORP,41.31988607," 392,369,664.00 "," 266,228,000.00 "," 15,939,000.00 "
1361,ICUI,ICU MEDICAL INC,41.32233225," 3,444,175,104.00 "," 75,000,000.00 "," 85,164,000.00 "
2929,WRK,WESTROCK CO,41.44120748," 14,251,677,696.00 "," 6,522,799,616.00 "," 501,300,000.00 "
2966,XNCR,XENCOR INC,41.57978455," 1,024,401,152.00 ", -   ," 24,637,000.00 "
243,ATSG,AIR TRANSPORT SERVICES,41.61722905," 1,376,385,792.00 "," 528,518,016.00 "," 45,772,000.00 "
714,CVI,CVR ENERGY INC,41.76663671," 1,884,015,616.00 "," 1,165,600,000.00 "," 73,000,000.00 "
2346,S,SPRINT CORP,41.80895065," 32,494,632,960.00 "," 39,583,997,952.00 "," 1,724,000,000.00 "
1226,HASI,HANNON ARMSTRONG SUSTAIN,41.83053324," 1,200,342,656.00 "," 1,315,261,952.00 "," 60,138,000.00 "
2194,PTHN,PATHEON NV,41.85547514," 5,076,857,344.00 "," 2,088,800,000.00 "," 171,200,000.00 "
1616,LPG,DORIAN LPG LTD,41.88284115," 432,304,832.00 "," 720,735,104.00 "," 27,530,127.00 "
467,CBOE,CBOE HLDGS INC,41.9113441," 11,679,750,144.00 "," 1,411,300,096.00 "," 312,351,000.00 "
486,CCOI,COGENT COMM HOLDINGS,42.03555176," 2,024,928,128.00 "," 710,030,976.00 "," 65,063,000.00 "
920,ESRT,EMPIRE STATE REALTY,42.05990539," 6,170,415,104.00 "," 1,591,446,016.00 "," 184,543,000.00 "
1346,IART,INTEGRA LIFESCIENCES,42.16961757," 4,019,471,104.00 "," 881,017,984.00 "," 116,209,000.00 "
2936,WSR,WHITESTONE REIT,42.18599364," 504,005,856.00 "," 662,689,984.00 "," 27,656,000.00 "
2254,REIS,REIS INC,42.20310381," 204,346,880.00 ", -   ," 4,841,987.00 "
1367,IDXX,IDEXX LABS INC,42.37371469," 13,690,954,752.00 "," 1,304,891,008.00 "," 353,895,000.00 "
1388,INCR,INC RESEARCH HOLDINGS,42.37767791," 5,719,811,584.00 "," 473,008,000.00 "," 146,134,000.00 "
824,DX,DYNEX CAPITAL INC,42.38153572," 347,593,440.00 "," 2,548,336,896.00 "," 68,330,000.00 "
549,CIT,CIT GROUP INC,42.53619058," 5,991,407,104.00 "," 10,141,900,800.00 "," 379,300,000.00 "
2269,RGLD,ROYAL GOLD INC,42.60459519," 6,027,937,792.00 "," 586,169,984.00 "," 155,244,000.00 "
66,AEP,AMERICAN ELECTRIC POWER,42.66421213," 36,312,547,328.00 "," 21,403,598,848.00 "," 1,352,800,000.00 "
1316,HSKA,HESKA CORP,42.70146631," 700,712,000.00 "," 4,033,000.00 "," 16,504,000.00 "
868,ELF,ELF BEAUTY INC,42.72653918," 939,983,040.00 "," 174,966,000.00 "," 26,095,000.00 "
2551,SUPN,SUPERNUS PHARMACEUTICALS,42.76334136," 2,370,182,912.00 "," 1,472,000.00 "," 55,460,000.00 "
1422,IRBT,IROBOT CORP,42.78838846," 2,625,538,304.00 ", -   ," 61,361,000.00 "
1768,MRK,MERCK & CO INC,42.81184828," 174,550,401,024.00 "," 24,910,000,128.00 "," 4,659,000,000.00 "
2470,SNHY,SUN HYDRAULICS CORP,42.83729177," 1,371,064,320.00 "," 124,000,000.00 "," 34,901,000.00 "
35,ACLS,AXCELIS TECHNOLOGIES INC,43.06666236," 644,771,456.00 "," 47,692,000.00 "," 16,097,000.00 "
502,CELG,CELGENE CORP,43.14331515," 109,646,487,552.00 "," 14,286,999,552.00 "," 2,872,600,000.00 "
1596,LMAT,LEMAITRE VASCULAR INC,43.16919685," 701,758,464.00 ", -   ," 16,256,000.00 "
1308,HRI,HERC HOLDING INC,43.17547016," 1,261,414,784.00 "," 2,162,400,000.00 "," 79,300,000.00 "
2795,VDSI,VASCO DATA SECURITY INTL,43.29612325," 494,614,912.00 ", -   ," 11,424,000.00 "
1286,HNH,HANDY & HARMAN HLDGS LTD,43.51213202," 396,584,448.00 "," 281,029,984.00 "," 15,573,000.00 "
1599,LMNX,LUMINEX CORP,43.52063299," 853,657,216.00 ", -   ," 19,615,000.00 "
494,CDNS,CADENCE DESIGN SYSTEMS,43.74325957," 10,765,321,216.00 "," 643,926,976.00 "," 260,823,000.00 "
1623,LQ,LA QUINTA HLDGS INC,43.84126639," 1,841,819,904.00 "," 1,700,948,992.00 "," 80,809,000.00 "
1603,LNCE,SNYDER'S-LANCE INC,43.8670082," 3,448,418,304.00 "," 1,135,026,048.00 "," 104,485,000.00 "
335,BHBK,BLUE HILLS BANCORP INC,43.87041276," 498,329,024.00 "," 139,810,000.00 "," 14,546,000.00 "
1469,JOE,ST JOE CO,43.87189182," 1,299,472,256.00 "," 231,920,000.00 "," 34,906,000.00 "
1679,MCO,MOODYS CORP,43.87315564," 25,639,841,792.00 "," 4,887,099,904.00 "," 695,800,000.00 "
533,CHMI,CHERRY HILL MORTGAGE INV,43.91757391," 235,429,056.00 "," 1,236,204,928.00 "," 33,509,000.00 "
1238,HCCI,HERITAGE CRYL CLEAN INC,44.03757077," 451,163,296.00 "," 28,582,000.00 "," 10,894,000.00 "
128,ALOG,ANALOGIC CORP,44.04205552," 894,758,400.00 ", -   ," 20,316,000.00 "
313,BDX,BECTON DICKINSON & CO,44.06743796," 45,410,594,816.00 "," 19,015,999,488.00 "," 1,462,000,000.00 "
2158,POWI,POWER INTEGRATIONS INC,44.22303454," 2,163,479,296.00 ", -   ," 48,922,000.00 "
1182,GPN,GLOBAL PAYMENTS INC,44.24180994," 14,451,381,248.00 "," 4,582,684,160.00 "," 430,228,000.00 "
103,AJRD,AEROJET ROCKETDYNE HLDGS,44.24635961," 2,114,924,288.00 "," 621,700,032.00 "," 61,800,000.00 "
2157,POST,POST HOLDINGS INC,44.2585952," 5,639,875,584.00 "," 6,593,200,128.00 "," 276,400,000.00 "
901,EQBK,EQUITY BANCSHARE INC,44.26197517," 416,967,200.00 "," 292,508,000.00 "," 16,029,000.00 "
20,ABM,ABM INDUSTRIES INC,44.27190806," 2,480,239,872.00 "," 277,900,000.00 "," 62,300,000.00 "
700,CUBE,CUBESMART,44.27689535," 4,643,445,760.00 "," 1,615,181,952.00 "," 141,352,000.00 "
2733,UCTT,ULTRA CLEAN HOLDINGS INC,44.32335293," 778,981,568.00 "," 60,813,000.00 "," 18,947,000.00 "
153,AMRC,AMERESCO INC,44.40334429," 330,076,544.00 "," 396,672,992.00 "," 16,367,000.00 "
2463,SNBC,SUN BANCORP INC NJ,44.57020305," 443,886,688.00 "," 169,845,008.00 "," 13,770,000.00 "
2968,XOM,EXXON MOBIL CORP,44.61345546," 333,799,522,304.00 "," 41,934,999,552.00 "," 8,422,000,000.00 "
960,EZPW,EZCORP INC,44.64370831," 491,386,048.00 "," 260,414,000.00 "," 16,840,000.00 "
157,AMT,AMERICAN TOWER CORP,44.64934368," 63,046,098,944.00 "," 19,241,971,712.00 "," 1,842,985,000.00 "
965,FARO,FARO TECHNOLOGIES INC,44.75592615," 567,236,608.00 ", -   ," 12,674,000.00 "
2610,TGI,TRIUMPH GROUP INC,44.81326372," 1,267,872,768.00 "," 1,281,508,992.00 "," 56,889,000.00 "
1824,NATI,NATIONAL INSTRS CORP,44.95463675," 5,128,374,784.00 "," 25,000,000.00 "," 114,635,000.00 "
1151,GLT,GLATFELTER,44.96030524," 755,308,992.00 "," 441,894,016.00 "," 26,628,000.00 "
2998,ZOES,ZOES KITCHEN INC,44.96401843," 250,438,688.00 "," 42,367,000.00 "," 6,512,000.00 "
2988,ZBH,ZIMMER BIOMET HOLDINGS,44.96847943," 23,379,922,944.00 "," 10,683,700,224.00 "," 757,500,000.00 "
2291,RMBS,RAMBUS INC,45.06598383," 1,427,157,632.00 "," 167,367,008.00 "," 35,382,000.00 "
